"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3616990";"";"None";"216.24";"0";"2.54";"Page 600, C2, R16";"Cc1ccccc1C(=O)Nc1cnoc1C";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3620013";"Inhibition of ROS1 (unknown origin) at 10 uM after 40 mins by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616395";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3745885";"";"None";"467.46";"0";"3.66";"7ao; ON1231320";"Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3750033";"Inhibition of human ROS using [KKKSPGEYVNIEFG] as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745707";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";""
"CHEMBL5206613";"";"None";"406.44";"1";"5.17";"8o; CZw-124";"Cc1ccc2c(Nc3cc(C4CC4)[nH]n3)nc(NCc3ccc(F)cc3F)nc2c1";"Inhibition";"'='";"101.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5139806";"Inhibition of ROS1 (unknown origin) at 1 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5137027";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose = 1.0 microM";"INHIBITOR"
"CHEMBL577784";"BX-795";"None";"591.48";"1";"4.75";"BX-795";"O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1";"Inhibition";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1251680";"Inhibition of ROS1 at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250448";"1";"Scientific Literature";"Nat Chem Biol";"2009";"None";"";""
"CHEMBL3913728";"";"None";"513.93";"2";"5.40";"6m";"CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(OC(F)(F)F)cc2)ncc1Cl";"IC50";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"16.07";"0.33";"2.86";"7.82";"0";"CHEMBL3870416";"Inhibition of ROS1 (unknown origin) using peptide as substrate after 60 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870304";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";""
"CHEMBL3950479";"";"None";"473.99";"0";"4.90";"7a";"COc1ccc(/C(C)=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1";"IC50";"'='";"4.7";"nM";"8.33";"";"";"UO_0000065";"17.57";"0.36";"3.43";"7.89";"0";"CHEMBL3870416";"Inhibition of ROS1 (unknown origin) using peptide as substrate after 60 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870304";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";""
"CHEMBL522892";"DOVITINIB";"3.0";"392.44";"0";"2.54";"CHIR-258/TKI-258";"CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1061925";"Binding constant for ROS1 kinase domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150977";"1";"Scientific Literature";"Nat Biotechnol";"2008";"None";"";""
"CHEMBL1909350";"GSK-949675A";"None";"421.89";"0";"0.80";"GSK949675A";"CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21.Cl";"Inhibition";"'='";"6.96";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL10";"SB-203580";"None";"377.44";"0";"4.68";"SB-203580";"C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1061925";"Binding constant for ROS1 kinase domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150977";"1";"Scientific Literature";"Nat Biotechnol";"2008";"None";"";""
"CHEMBL4591082";"SR-302";"None";"622.79";"1";"3.26";"EUB0000712";"CS(=O)(=O)N1CCCC(NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2ccc(CNC(=O)c3cnc4ccccn34)cc2)C1";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879940";"KinomeScan assay: inhibition of ROS1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A1921/N2240 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507324";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 100.0 nM";""
"CHEMBL1939876";"BI 4394";"None";"446.46";"0";"3.37";"EUB0000730";"CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1";"% Control";"";"97.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879940";"KinomeScan assay: inhibition of ROS1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A1921/N2240 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507281";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 100.0 nM";""
"CHEMBL2178804";"";"None";"402.25";"0";"3.27";"7j";"Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1";"IC50";"'='";"15200.0";"nM";"4.82";"";"";"UO_0000065";"11.98";"0.24";"1.55";"4.67";"0";"CHEMBL2186157";"Inhibition of ROS";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176876";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL3671320";"";"None";"582.60";"1";"4.88";"BDBM130921";"Cc1c2c(cc3[nH]c(-c4c(NC(C)Cc5c(F)c(F)cc(F)c5F)cc[nH]c4=O)nc13)C(=O)N(C1CCN(C)CC1)C2";"IC50";"'='";"2.365";"nM";"8.63";"";"263070";"UO_0000065";"14.81";"0.28";"3.75";"8.88";"0";"CHEMBL3707707";"In Vitro Kinase Activity Assay: Compounds to be tested were dissolved in 100% DMSO in a range of concentrations from 10-8 to 10-3 M including negative control (DMSO), then diluted with Kinase Buffer (50 mM HEPES, pH 7.5, 1 mM EGTA, 10 mM MgCl2, 0.01% Tween-20, and 2 mM DTT, added fresh) to 4x the final concentration. The final curve included 11 concentrations (10-11 to 10-5 M) plus negative control DMSO tested in triplicate.Kinase and ATP concentrations necessary for optimal activity were determined in separate experiments. (Table 2). Briefly, increasing concentrations of kinase were incubated in a fixed concentration of ATP (200 uM) in Kinase Buffer to determine maximal activity at various time points (30-120 min). The concentration of kinase that resulted in maximal activity with the shortest incubation time was then incubated in Kinase Buffer with increasing concentrations of ATP.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639188";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL4100408";"TP-024n";"None";"377.39";"0";"4.22";"EUB0000336";"Cc1nc(Cc2cccc(C(F)(F)F)c2)sc1-c1ccc(C(N)=O)nc1";"% Control";"";"94.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879940";"KinomeScan assay: inhibition of ROS1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A1921/N2240 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507305";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM";""
"CHEMBL4297627";"SELITRECTINIB";"1.0";"380.43";"0";"2.67";"LOXO-195";"C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1";"Inhibition";"'='";"96.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5123470";"Inhibition of ROS1 (unknown origin) at 1 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120850";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose = 1.0 microM";"INHIBITOR"
"CHEMBL2152944";"Skepinone-L";"None";"425.43";"0";"3.77";"EUB0000717";"O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@H](O)CO)cc21";"% Residual activity with Skepinone-L";"";"102.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4884085";"ROS ProQinase selectivity panel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507316";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1.0 µM";""
"CHEMBL4585920";"TP-020n";"None";"520.95";"1";"3.61";"EUB0001079";"Nc1cnc(N2CCc3cc(S(=O)(=O)Nc4c(F)cc(Cl)cc4F)cc(N4CCCC4=O)c32)nc1";"% Control";"";"99.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879940";"KinomeScan assay: inhibition of ROS1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A1921/N2240 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507302";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM";""
"CHEMBL2402081";"";"None";"432.46";"0";"3.10";"37";"CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccn(C)n1";"Inhibition";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2406302";"Inhibition of ROS1 (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2401733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";""
"CHEMBL3815093";"";"None";"417.49";"0";"2.36";"2";"CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(OC)c(OC)cc23)c1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3816767";"Inhibition of human ROS1 at 1 uM using [KKKSPGEYVNIEFG] as substrate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3813650";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL599894";"";"None";"224.18";"0";"0.13";"PDK1_Akt_Flt_Dual_Pathway_Inhibitor";"O=C1c2ccccc2-c2nc3nnnn3nc21";"Residual Activity";"'='";"110.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219160";"Millipore: Percentage of residual kinase activity of ROS1 at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL4281048";"";"None";"505.09";"1";"4.55";"40; JSH-150";"COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1";"Activity";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4264525";"Binding affinity to wild-type human partial length ROS1 (A1921 to N2240 residues) expressed in bacterial expression system assessed as remaining unbound target protein level at 1000 nM by Kinomescan method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261600";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4075917";"";"None";"454.51";"1";"5.59";"3n";"Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4018646";"Inhibition of recombinant ROS1 (unknown origin) using poly (Glu,Tyr) 4:1 as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017490";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL601719";"CRIZOTINIB";"4.0";"450.35";"1";"5.04";"Crizotinib";"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4138785";"Inhibition of ROS1 phosphorylation in human HCC78 cells at 2.5 uM incubated for 48 hrs by Western blot method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HCC78";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138072";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";""
"CHEMBL4165058";"";"None";"428.50";"0";"3.93";"8l";"Cc1ccc(CNC(=O)c2cccc(C(C)Oc3cccnc3Nn3cnnc3)c2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4142785";"Inhibition of recombinant human GST-tagged ROS1 expressed in baculovirus expression system by Z'LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138202";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4168963";"";"None";"499.62";"1";"5.17";"13n";"Cc1ccc(CNC(=O)c2cccc(C(C)Oc3ccnc(Nc4cnn(CC(C)(C)O)c4)c3)c2)cc1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"11.25";"0.21";"0.45";"5.55";"0";"CHEMBL4142785";"Inhibition of recombinant human GST-tagged ROS1 expressed in baculovirus expression system by Z'LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138202";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4173409";"";"None";"524.67";"2";"5.67";"13d";"Cc1ccc(CNC(=O)c2cccc(C(C)Oc3ccnc(Nc4cnn(C5CCN(C)CC5)c4)c3)c2)cc1";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"12.12";"0.22";"0.69";"7.54";"0";"CHEMBL4142785";"Inhibition of recombinant human GST-tagged ROS1 expressed in baculovirus expression system by Z'LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138202";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4172265";"";"None";"457.53";"0";"4.64";"13a";"COc1cccc(CNC(=O)c2cccc(C(C)Oc3ccnc(Nc4cnn(C)c4)c3)c2)c1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"12.56";"0.23";"1.10";"6.36";"0";"CHEMBL4142785";"Inhibition of recombinant human GST-tagged ROS1 expressed in baculovirus expression system by Z'LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138202";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4160581";"";"None";"686.30";"3";"5.82";"21b";"CC(C)Oc1cc(-c2nc(CN3CCN(CCO)CC3)cs2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1";"IC50";"'='";"13.4";"nM";"7.87";"";"";"UO_0000065";"11.47";"0.23";"2.05";"5.93";"0";"CHEMBL4136449";"Inhibition of recombinant human N-terminal GST-tagged ROS1 cytoplasmic domain (1883 to 2347 residues) expressed in baculovirus expression system using peptide substrate after 1 hr by mobility shift assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130574";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4536955";"";"None";"481.94";"0";"4.50";"13";"COc1cc(N2CCCNC2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2NC(C)=O)n1";"IC50";"'='";"5.3";"nM";"8.28";"";"";"UO_0000065";"17.17";"0.33";"3.78";"6.87";"0";"CHEMBL4400321";"Inhibition of recombinant human N-terminal GST-tagged ROS (1883 to 2347 residues) cytoplasmic domain expressed in baculovirus expression system using IRS1 as substrate incubated for 1 hr by mobility shift assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396963";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";""
"CHEMBL4462528";"";"None";"466.93";"0";"4.93";"18";"COc1cc(NC(=O)C2CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NC(C)=O)n1";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"18.19";"0.35";"3.56";"7.24";"0";"CHEMBL4400321";"Inhibition of recombinant human N-terminal GST-tagged ROS (1883 to 2347 residues) cytoplasmic domain expressed in baculovirus expression system using IRS1 as substrate incubated for 1 hr by mobility shift assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396963";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";""
"CHEMBL4465573";"";"None";"734.82";"1";"4.39";"Ex 570";"CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O";"IC50";"'='";"0.51";"nM";"9.29";"";"";"UO_0000065";"15.02";"0.29";"4.90";"7.56";"0";"CHEMBL4418513";"Inhibition of GST-tagged human ROS cytoplasmic domain (1883 to 2347 amino acids) expressed in baculovirus expression system pre-incubated before peptide substrate and ATP addition and measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418479";"38";"Patent Bioactivity Data";"";"2016";"None";"";""
"CHEMBL4483656";"";"None";"652.80";"1";"3.25";"Ex 578";"CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O";"IC50";"'='";"0.51";"nM";"9.29";"";"";"UO_0000065";"17.31";"0.33";"6.04";"8.31";"0";"CHEMBL4418513";"Inhibition of GST-tagged human ROS cytoplasmic domain (1883 to 2347 amino acids) expressed in baculovirus expression system pre-incubated before peptide substrate and ATP addition and measured after 30 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418479";"38";"Patent Bioactivity Data";"";"2016";"None";"";""
"CHEMBL4438824";"";"None";"680.85";"1";"3.51";"Ex 573";"CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@](C)(O)CC1.O=C(O)/C=C/C(=O)O";"Inhibition";"'>='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4418518";"Inhibition of GST-tagged human ROS cytoplasmic domain (1883 to 2347 amino acids) expressed in baculovirus expression system at 5 nM relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418479";"38";"Patent Bioactivity Data";"";"2016";"None";"";""
"CHEMBL4630641";"A-769";"None";"339.47";"0";"3.00";"EUB0000332";"CSc1cccnc1N1CCN(Cc2nc3ccccc3[nH]2)CC1";"% Control";"";"100.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879940";"KinomeScan assay: inhibition of ROS1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A1921/N2240 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507260";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM";""
"CHEMBL3310333";"";"None";"414.47";"0";"2.80";"9b";"Cc1cc(O)cc(-c2nn(C)cc2-c2cc(N3CC(O)C3)nc(-c3cccnc3)n2)c1";"IC50";"'='";"86.5";"nM";"7.06";"";"";"UO_0000065";"17.04";"0.31";"4.26";"7.05";"0";"CHEMBL3366561";"Inhibition of ROS1 (unknown origin) assessed as remaining activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352819";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";""
"CHEMBL4526351";"BAY-309";"None";"519.50";"2";"7.41";"EUB0000703";"Cc1cc(NC(=O)c2cccc(S(F)(F)(F)(F)F)c2)cc(-n2ccn3nc(-c4cccnc4)cc23)c1";"% Control";"";"92.8";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4879940";"KinomeScan assay: inhibition of ROS1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Amino acid Start/Stop: A1921/N2240 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507270";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 1000.0 nM";""
